target_method,graph_coverage,graph_coverage_info
cern.colt.Sorting.mergeSort2.1426,1.0,"NodeCoverage [id=6, node[16,IF_ICMPGE,line 1439], decis={node[56,ALOAD_0,line 1453],node[17,ALOAD_0,line 1440]}, covered=true, coveredBranches={56,17}]
NodeCoverage [id=8, node[24,IFEQ,line 1440], decis={node[37,ALOAD_0,line 1444],node[25,ALOAD_0,line 1441]}, covered=true, coveredBranches={37,25}]
NodeCoverage [id=11, node[42,IFNE,line 1444], decis={node[54,IINC,line 1448],node[43,ALOAD_0,line 1444]}, covered=true, coveredBranches={43,54}]
NodeCoverage [id=15, node[48,IF_ICMPNE,line 1444], decis={node[54,IINC,line 1448],node[49,ALOAD_0,line 1445]}, covered=true, coveredBranches={49,54}]
NodeCoverage [id=23, node[67,IFEQ,line 1457], decis={node[100,RETURN,line 1467],node[68,NEW,line 1458]}, covered=true, coveredBranches={100,68}]
NodeCoverage [id=30, node[81,IFLT,line 1461], decis={node[88,ICONST_0,line 1464],node[82,ALOAD_0,line 1461]}, covered=true, coveredBranches={88,82}]
NodeCoverage [id=32, node[87,IFEQ,line 1461], decis={node[79,IINC,line 1460],node[88,ICONST_0,line 1464]}, covered=true, coveredBranches={88,79}]
NodeCoverage [id=35, node[92,IF_ICMPGE,line 1464], decis={node[100,RETURN,line 1467],node[93,ALOAD_0,line 1465]}, covered=true, coveredBranches={93,100}]"
cern.colt.Sorting.binarySearchFromTo.64,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 65], decis={node[32,ILOAD_2,line 72],node[3,ILOAD_2,line 66]}, covered=true, coveredBranches={3,32}]
NodeCoverage [id=3, node[15,IF_ICMPGE,line 68], decis={node[21,ILOAD,line 69],node[16,ILOAD,line 68]}, covered=true, coveredBranches={16,21}]
NodeCoverage [id=7, node[23,IF_ICMPLE,line 69], decis={node[29,ILOAD,line 70],node[24,ILOAD,line 69]}, covered=true, coveredBranches={24,29}]"
cern.colt.Sorting.binarySearchFromTo.98,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 99], decis={node[32,ILOAD_2,line 106],node[3,ILOAD_2,line 100]}, covered=true, coveredBranches={32,3}]
NodeCoverage [id=3, node[15,IF_ICMPGE,line 102], decis={node[21,ILOAD,line 103],node[16,ILOAD,line 102]}, covered=true, coveredBranches={16,21}]
NodeCoverage [id=7, node[23,IF_ICMPLE,line 103], decis={node[29,ILOAD,line 104],node[24,ILOAD,line 103]}, covered=true, coveredBranches={29,24}]"
cern.colt.Sorting.binarySearchFromTo.132,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 133], decis={node[34,ILOAD_3,line 140],node[3,ILOAD_3,line 134]}, covered=true, coveredBranches={3,34}]
NodeCoverage [id=3, node[16,IFGE,line 136], decis={node[22,DLOAD,line 137],node[17,ILOAD,line 136]}, covered=true, coveredBranches={22,17}]
NodeCoverage [id=7, node[25,IFLE,line 137], decis={node[31,ILOAD,line 138],node[26,ILOAD,line 137]}, covered=true, coveredBranches={31,26}]"
cern.colt.Sorting.binarySearchFromTo.166,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 167], decis={node[34,ILOAD_2,line 174],node[3,ILOAD_2,line 168]}, covered=true, coveredBranches={3,34}]
NodeCoverage [id=3, node[16,IFGE,line 170], decis={node[22,FLOAD,line 171],node[17,ILOAD,line 170]}, covered=true, coveredBranches={22,17}]
NodeCoverage [id=7, node[25,IFLE,line 171], decis={node[31,ILOAD,line 172],node[26,ILOAD,line 171]}, covered=true, coveredBranches={31,26}]"
cern.colt.Sorting.binarySearchFromTo.200,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 201], decis={node[32,ILOAD_2,line 208],node[3,ILOAD_2,line 202]}, covered=true, coveredBranches={3,32}]
NodeCoverage [id=3, node[15,IF_ICMPGE,line 204], decis={node[21,ILOAD,line 205],node[16,ILOAD,line 204]}, covered=true, coveredBranches={21,16}]
NodeCoverage [id=7, node[23,IF_ICMPLE,line 205], decis={node[29,ILOAD,line 206],node[24,ILOAD,line 205]}, covered=true, coveredBranches={24,29}]"
cern.colt.Sorting.binarySearchFromTo.243,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 244], decis={node[34,ILOAD_3,line 251],node[3,ILOAD_3,line 245]}, covered=true, coveredBranches={34,3}]
NodeCoverage [id=3, node[16,IFGE,line 247], decis={node[22,LLOAD,line 248],node[17,ILOAD,line 247]}, covered=true, coveredBranches={22,17}]
NodeCoverage [id=7, node[25,IFLE,line 248], decis={node[31,ILOAD,line 249],node[26,ILOAD,line 248]}, covered=true, coveredBranches={26,31}]"
cern.colt.Sorting.binarySearchFromTo.287,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 288], decis={node[35,ILOAD_2,line 297],node[3,ILOAD_2,line 289]}, covered=true, coveredBranches={3,35}]
NodeCoverage [id=5, node[19,IFGE,line 293], decis={node[25,ILOAD,line 294],node[20,ILOAD,line 293]}, covered=true, coveredBranches={25,20}]
NodeCoverage [id=9, node[26,IFLE,line 294], decis={node[32,ILOAD,line 295],node[27,ILOAD,line 294]}, covered=true, coveredBranches={27,32}]"
cern.colt.Sorting.binarySearchFromTo.323,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 324], decis={node[32,ILOAD_2,line 331],node[3,ILOAD_2,line 325]}, covered=true, coveredBranches={32,3}]
NodeCoverage [id=3, node[15,IF_ICMPGE,line 327], decis={node[21,ILOAD,line 328],node[16,ILOAD,line 327]}, covered=true, coveredBranches={21,16}]
NodeCoverage [id=7, node[23,IF_ICMPLE,line 328], decis={node[29,ILOAD,line 329],node[24,ILOAD,line 328]}, covered=true, coveredBranches={29,24}]"
cern.colt.Sorting.binarySearchFromTo.357,1.0,"NodeCoverage [id=1, node[2,IF_ICMPGT,line 358], decis={node[31,ILOAD_0,line 365],node[3,ILOAD_0,line 359]}, covered=true, coveredBranches={3,31}]
NodeCoverage [id=5, node[15,IFGE,line 361], decis={node[21,ILOAD,line 362],node[16,ILOAD,line 361]}, covered=true, coveredBranches={21,16}]
NodeCoverage [id=9, node[22,IFLE,line 362], decis={node[28,ILOAD,line 363],node[23,ILOAD,line 362]}, covered=true, coveredBranches={28,23}]"
cern.colt.Sorting.inplace_merge.398,0.6,"NodeCoverage [id=1, node[2,IF_ICMPGE,line 398], decis={node[6,RETURN,line 399],node[3,ILOAD_2,line 398]}, covered=true, coveredBranches={3,6}]
NodeCoverage [id=3, node[5,IF_ICMPLT,line 398], decis={node[7,ILOAD_3,line 400],node[6,RETURN,line 399]}, covered=true, coveredBranches={6,7}]
NodeCoverage [id=6, node[11,IF_ICMPNE,line 400], decis={node[34,ILOAD_2,line 410],node[12,ALOAD_0,line 401]}, covered=true, coveredBranches={34,12}]
NodeCoverage [id=8, node[18,IF_ICMPGE,line 401], decis={node[33,RETURN,line 406],node[19,ALOAD_0,line 402]}, covered=true, coveredBranches={33}]
NodeCoverage [id=12, node[40,IF_ICMPLE,line 410], decis={node[58,ILOAD_2,line 414],node[41,ILOAD_1,line 411]}, covered=true, coveredBranches={41,58}]
NodeCoverage [id=17, node[82,IF_ICMPEQ,line 423], decis={node[158,ILOAD,line 435],node[83,ILOAD,line 423]}, covered=true, coveredBranches={158,83}]
NodeCoverage [id=19, node[85,IF_ICMPEQ,line 423], decis={node[158,ILOAD,line 435],node[86,ILOAD,line 424]}, covered=true, coveredBranches={158}]
NodeCoverage [id=22, node[93,IF_ICMPGE,line 426], decis={node[110,ILOAD,line 427],node[94,ALOAD_0,line 426]}, covered=false, coveredBranches={}]
NodeCoverage [id=26, node[117,IF_ICMPGE,line 428], decis={node[134,ILOAD,line 429],node[118,ALOAD_0,line 428]}, covered=false, coveredBranches={}]
NodeCoverage [id=30, node[141,IF_ICMPGE,line 430], decis={node[158,ILOAD,line 435],node[142,ALOAD_0,line 430]}, covered=false, coveredBranches={}]"
cern.colt.Sorting.mergeSort1.980,-1.0,
cern.colt.Sorting.mergeSort1.1042,-1.0,
cern.colt.Sorting.mergeSort1.1104,-1.0,
cern.colt.Sorting.mergeSort1.1166,-1.0,
cern.colt.Sorting.mergeSort1.1228,-1.0,
cern.colt.Sorting.mergeSort1.1290,-1.0,
cern.colt.Sorting.mergeSort1.1352,-1.0,
cern.colt.Sorting.mergeSortInPlace.1489,-1.0,
cern.colt.Sorting.quickSort1.1838,-1.0,
cern.colt.Sorting.quickSort1.1895,-1.0,
cern.colt.Sorting.quickSort1.1952,-1.0,
cern.colt.Sorting.quickSort1.2009,-1.0,
cern.colt.Sorting.quickSort1.2066,-1.0,
cern.colt.Sorting.quickSort1.2123,-1.0,
cern.colt.Sorting.quickSort1.2180,-1.0,
cern.colt.Sorting.quickSort1.2237,-1.0,
cern.colt.Sorting.quickSort1.2294,-1.0,
cern.colt.bitvector.BitVector.cardinality.140,1.0,"NodeCoverage [id=4, node[12,IFLT,line 146], decis={node[43,ALOAD_0,line 159],node[13,ALOAD,line 147]}, covered=true, coveredBranches={43,13}]
NodeCoverage [id=6, node[20,IFNE,line 148], decis={node[23,LLOAD,line 151],node[21,IINC,line 149]}, covered=true, coveredBranches={21,23}]
NodeCoverage [id=10, node[26,IFEQ,line 151], decis={node[42,GOTO,line 156],node[27,BIPUSH,line 152]}, covered=true, coveredBranches={27,42}]
NodeCoverage [id=13, node[31,IFLT,line 152], decis={node[42,GOTO,line 156],node[32,LLOAD,line 153]}, covered=true, coveredBranches={32,42}]
NodeCoverage [id=15, node[39,IFEQ,line 153], decis={node[29,IINC,line 152],node[40,IINC,line 153]}, covered=true, coveredBranches={29,40}]
NodeCoverage [id=21, node[48,IFLT,line 159], decis={node[61,ILOAD_1,line 163],node[49,ALOAD,line 160]}, covered=true, coveredBranches={61,49}]
NodeCoverage [id=23, node[58,IFEQ,line 160], decis={node[46,IINC,line 159],node[59,IINC,line 160]}, covered=true, coveredBranches={46,59}]"
cern.colt.bitvector.BitVector.toString.769,1.0,"NodeCoverage [id=6, node[17,IF_ICMPGE,line 773], decis={node[34,ALOAD_1,line 781],node[18,ALOAD_0,line 774]}, covered=true, coveredBranches={34,18}]
NodeCoverage [id=9, node[21,IFEQ,line 774], decis={node[32,IINC,line 773],node[22,ALOAD_1,line 775]}, covered=true, coveredBranches={32,22}]"
cern.colt.bitvector.BitVector.equals.270,0.9375,"NodeCoverage [id=1, node[1,IFNULL,line 270], decis={node[5,ICONST_0,line 271],node[2,ALOAD_1,line 270]}, covered=true, coveredBranches={5,2}]
NodeCoverage [id=3, node[4,IFNE,line 270], decis={node[7,ALOAD_0,line 272],node[5,ICONST_0,line 271]}, covered=true, coveredBranches={7,5}]
NodeCoverage [id=6, node[9,IF_ACMPNE,line 272], decis={node[12,ALOAD_1,line 275],node[10,ICONST_1,line 273]}, covered=true, coveredBranches={12}]
NodeCoverage [id=12, node[19,IF_ICMPEQ,line 276], decis={node[22,ALOAD_0,line 278],node[20,ICONST_0,line 276]}, covered=true, coveredBranches={22,20}]
NodeCoverage [id=18, node[29,IFLT,line 280], decis={node[42,ILOAD_3,line 284],node[30,ALOAD_0,line 281]}, covered=true, coveredBranches={42,30}]
NodeCoverage [id=20, node[39,IFEQ,line 281], decis={node[27,IINC,line 280],node[40,ICONST_0,line 281]}, covered=true, coveredBranches={27,40}]
NodeCoverage [id=26, node[51,IFLT,line 285], decis={node[63,ICONST_1,line 290],node[52,ALOAD_0,line 286]}, covered=true, coveredBranches={52,63}]
NodeCoverage [id=31, node[58,IF_ICMPEQ,line 286], decis={node[61,IINC,line 287],node[59,ICONST_0,line 286]}, covered=true, coveredBranches={61,59}]"
