target_method,graph_coverage,graph_coverage_info
org.apache.commons.math.distribution.HypergeometricDistributionImpl.cumulativeProbability.84,1.0,"NodeCoverage [id=3, node[13,IF_ICMPGE,line 87], decis={node[17,ILOAD_1,line 89],node[14,DCONST_0,line 88]}, covered=true, coveredBranches={17,14}]
NodeCoverage [id=7, node[21,IF_ICMPLT,line 89], decis={node[25,ALOAD_0,line 92],node[22,DCONST_1,line 90]}, covered=true, coveredBranches={22,25}]"
org.apache.commons.math.distribution.HypergeometricDistributionImpl.upperCumulativeProbability.319,1.0,"NodeCoverage [id=3, node[13,IF_ICMPGE,line 322], decis={node[17,ILOAD_1,line 324],node[14,DCONST_1,line 323]}, covered=true, coveredBranches={14,17}]
NodeCoverage [id=7, node[21,IF_ICMPLE,line 324], decis={node[25,ALOAD_0,line 327],node[22,DCONST_0,line 325]}, covered=true, coveredBranches={25,22}]"
org.apache.commons.math.distribution.WeibullDistributionImpl.inverseCumulativeProbability.164,1.0,"NodeCoverage [id=1, node[3,IFLT,line 165], decis={node[8,GETSTATIC,line 166],node[4,DLOAD_1,line 165]}, covered=true, coveredBranches={4,8}]
NodeCoverage [id=3, node[7,IFLE,line 165], decis={node[28,DLOAD_1,line 168],node[8,GETSTATIC,line 166]}, covered=true, coveredBranches={28,8}]
NodeCoverage [id=14, node[31,IFNE,line 168], decis={node[35,DLOAD_1,line 170],node[32,DCONST_0,line 169]}, covered=true, coveredBranches={35,32}]
NodeCoverage [id=18, node[38,IFNE,line 170], decis={node[42,ALOAD_0,line 173],node[39,LDC2_W,line 171]}, covered=true, coveredBranches={42,39}]"
org.apache.commons.math.distribution.TDistributionImpl.cumulativeProbability.130,1.0,"NodeCoverage [id=1, node[3,IFNE,line 131], decis={node[7,ALOAD_0,line 134],node[4,LDC2_W,line 132]}, covered=true, coveredBranches={4,7}]
NodeCoverage [id=7, node[26,IFGE,line 139], decis={node[32,DCONST_1,line 142],node[27,LDC2_W,line 140]}, covered=true, coveredBranches={27,32}]"
org.apache.commons.math.distribution.BetaDistributionImpl.density.146,1.0,"NodeCoverage [id=3, node[5,IFLT,line 147], decis={node[10,DCONST_0,line 148],node[6,DLOAD_1,line 147]}, covered=true, coveredBranches={10,6}]
NodeCoverage [id=5, node[9,IFLE,line 147], decis={node[12,DLOAD_1,line 149],node[10,DCONST_0,line 148]}, covered=true, coveredBranches={10,12}]
NodeCoverage [id=8, node[15,IFNE,line 149], decis={node[34,DLOAD_1,line 155],node[16,ALOAD_0,line 150]}, covered=true, coveredBranches={16,34}]
NodeCoverage [id=10, node[20,IFGE,line 150], decis={node[32,DCONST_0,line 154],node[21,GETSTATIC,line 151]}, covered=true, coveredBranches={21,32}]
NodeCoverage [id=18, node[37,IFNE,line 155], decis={node[56,DLOAD_1,line 162],node[38,ALOAD_0,line 156]}, covered=true, coveredBranches={38,56}]
NodeCoverage [id=20, node[42,IFGE,line 156], decis={node[54,DCONST_0,line 160],node[43,GETSTATIC,line 157]}, covered=true, coveredBranches={54,43}]"
org.apache.commons.math.distribution.BetaDistributionImpl.inverseCumulativeProbability.171,1.0,"NodeCoverage [id=1, node[3,IFNE,line 171], decis={node[6,DLOAD_1,line 173],node[4,DCONST_0,line 172]}, covered=true, coveredBranches={6,4}]
NodeCoverage [id=4, node[9,IFNE,line 173], decis={node[12,ALOAD_0,line 176],node[10,DCONST_1,line 174]}, covered=true, coveredBranches={12,10}]"
org.apache.commons.math.distribution.BetaDistributionImpl.cumulativeProbability.200,1.0,"NodeCoverage [id=1, node[3,IFGT,line 200], decis={node[6,DLOAD_1,line 202],node[4,DCONST_0,line 201]}, covered=true, coveredBranches={6,4}]
NodeCoverage [id=4, node[9,IFLT,line 202], decis={node[12,DLOAD_1,line 205],node[10,DCONST_1,line 203]}, covered=true, coveredBranches={10,12}]"
org.apache.commons.math.distribution.CauchyDistributionImpl.inverseCumulativeProbability.138,1.0,"NodeCoverage [id=1, node[3,IFLT,line 139], decis={node[8,GETSTATIC,line 140],node[4,DLOAD_1,line 139]}, covered=true, coveredBranches={8,4}]
NodeCoverage [id=3, node[7,IFLE,line 139], decis={node[28,DLOAD_1,line 142],node[8,GETSTATIC,line 140]}, covered=true, coveredBranches={8,28}]
NodeCoverage [id=14, node[31,IFNE,line 142], decis={node[35,DLOAD_1,line 144],node[32,LDC2_W,line 143]}, covered=true, coveredBranches={32,35}]
NodeCoverage [id=18, node[38,IFNE,line 144], decis={node[42,ALOAD_0,line 147],node[39,LDC2_W,line 145]}, covered=true, coveredBranches={39,42}]"
org.apache.commons.math.distribution.CauchyDistributionImpl.getInitialDomain.248,1.0,"NodeCoverage [id=1, node[3,IFGE,line 250], decis={node[11,DLOAD_1,line 252],node[4,ALOAD_0,line 251]}, covered=true, coveredBranches={11,4}]
NodeCoverage [id=5, node[14,IFLE,line 252], decis={node[22,ALOAD_0,line 255],node[15,ALOAD_0,line 253]}, covered=true, coveredBranches={22,15}]"
org.apache.commons.math.estimation.LevenbergMarquardtEstimator.qrDecomposition.802,0.07692307692307693,"NodeCoverage [id=2, node[5,IF_ICMPGE,line 802], decis={node[45,ICONST_0,line 813],node[6,ALOAD_0,line 803]}, covered=true, coveredBranches={45}]
NodeCoverage [id=5, node[19,IF_ICMPGE,line 805], decis={node[37,ALOAD_0,line 809],node[20,ALOAD_0,line 806]}, covered=false, coveredBranches={}]
NodeCoverage [id=12, node[50,IF_ICMPGE,line 813], decis={node[290,ALOAD_0,line 869],node[51,ICONST_M1,line 816]}, covered=true, coveredBranches={290}]
NodeCoverage [id=15, node[60,IF_ICMPGE,line 818], decis={node[132,DLOAD_3,line 835],node[61,DCONST_0,line 819]}, covered=false, coveredBranches={}]
NodeCoverage [id=18, node[79,IF_ICMPGE,line 821], decis={node[97,DLOAD,line 825],node[80,ALOAD_0,line 822]}, covered=false, coveredBranches={}]
NodeCoverage [id=22, node[99,IFNE,line 825], decis={node[103,NEW,line 826],node[100,DLOAD,line 825]}, covered=false, coveredBranches={}]
NodeCoverage [id=25, node[102,IFEQ,line 825], decis={node[122,DLOAD,line 830],node[103,NEW,line 826]}, covered=false, coveredBranches={}]
NodeCoverage [id=34, node[125,IFLE,line 830], decis={node[130,IINC,line 818],node[126,ILOAD,line 831]}, covered=false, coveredBranches={}]
NodeCoverage [id=38, node[135,IFNE,line 835], decis={node[140,ALOAD_0,line 839],node[136,ALOAD_0,line 836]}, covered=false, coveredBranches={}]
NodeCoverage [id=41, node[173,IFLE,line 846], decis={node[178,DLOAD_3,line 846],node[174,DLOAD_3,line 846]}, covered=false, coveredBranches={}]
NodeCoverage [id=47, node[215,IFLE,line 855], decis={node[288,IINC,line 813],node[216,ALOAD_0,line 856]}, covered=false, coveredBranches={}]
NodeCoverage [id=50, node[233,IF_ICMPGE,line 858], decis={node[254,DLOAD,line 861],node[234,DLOAD,line 859]}, covered=false, coveredBranches={}]
NodeCoverage [id=54, node[264,IF_ICMPGE,line 862], decis={node[286,IINC,line 855],node[265,ALOAD_0,line 863]}, covered=false, coveredBranches={}]"
org.apache.commons.math.estimation.LevenbergMarquardtEstimator.estimate.251,0.0,"NodeCoverage [id=15, node[83,IF_ICMPGE,line 288], decis={node[104,ILOAD,line 293],node[84,ALOAD_0,line 289]}, covered=false, coveredBranches={}]
NodeCoverage [id=18, node[105,IFEQ,line 293], decis={node[160,DCONST_0,line 315],node[106,DCONST_0,line 297]}, covered=false, coveredBranches={}]
NodeCoverage [id=21, node[113,IF_ICMPGE,line 298], decis={node[145,DLOAD,line 307],node[114,ALOAD_0,line 299]}, covered=false, coveredBranches={}]
NodeCoverage [id=23, node[122,IFNE,line 300], decis={node[125,DLOAD,line 303],node[123,DCONST_1,line 301]}, covered=false, coveredBranches={}]
NodeCoverage [id=31, node[151,IFNE,line 310], decis={node[155,ALOAD_0,line 310],node[152,ALOAD_0,line 310]}, covered=false, coveredBranches={}]
NodeCoverage [id=35, node[166,IFEQ,line 316], decis={node[227,DLOAD,line 331],node[167,ICONST_0,line 317]}, covered=false, coveredBranches={}]
NodeCoverage [id=38, node[172,IF_ICMPGE,line 317], decis={node[227,DLOAD,line 331],node[173,ALOAD_0,line 318]}, covered=false, coveredBranches={}]
NodeCoverage [id=40, node[186,IFEQ,line 320], decis={node[225,IINC,line 317],node[187,DCONST_0,line 321]}, covered=false, coveredBranches={}]
NodeCoverage [id=43, node[195,IF_ICMPGT,line 323], decis={node[215,DLOAD,line 327],node[196,DLOAD,line 324]}, covered=false, coveredBranches={}]
NodeCoverage [id=52, node[231,IFGT,line 331], decis={node[233,ICONST_0,line 336],node[232,RETURN,line 332]}, covered=false, coveredBranches={}]
NodeCoverage [id=56, node[238,IF_ICMPGE,line 336], decis={node[252,DCONST_0,line 341],node[239,ALOAD,line 337]}, covered=false, coveredBranches={}]
NodeCoverage [id=62, node[257,IFGE,line 341], decis={node[708,GOTO,line 471],node[258,ICONST_0,line 344]}, covered=false, coveredBranches={}]
NodeCoverage [id=65, node[263,IF_ICMPGE,line 344], decis={node[279,ALOAD_0,line 348],node[264,ALOAD_0,line 345]}, covered=false, coveredBranches={}]
NodeCoverage [id=73, node[305,IF_ICMPGE,line 358], decis={node[350,DLOAD,line 365],node[306,ALOAD_0,line 359]}, covered=false, coveredBranches={}]
NodeCoverage [id=80, node[354,IFEQ,line 368], decis={node[359,ALOAD_0,line 373],node[355,DLOAD_2,line 369]}, covered=false, coveredBranches={}]
NodeCoverage [id=87, node[369,IFGE,line 377], decis={node[381,ICONST_0,line 384],node[370,ALOAD_0,line 378]}, covered=false, coveredBranches={}]
NodeCoverage [id=91, node[386,IF_ICMPGE,line 384], decis={node[429,DCONST_0,line 394],node[387,ALOAD_0,line 385]}, covered=false, coveredBranches={}]
NodeCoverage [id=94, node[407,IF_ICMPGT,line 389], decis={node[427,IINC,line 384],node[408,ALOAD,line 390]}, covered=false, coveredBranches={}]
NodeCoverage [id=99, node[436,IF_ICMPGE,line 395], decis={node[449,DLOAD,line 398],node[437,DLOAD,line 396]}, covered=false, coveredBranches={}]
NodeCoverage [id=102, node[480,IFNE,line 405], decis={node[483,DLOAD,line 405],node[481,DCONST_0,line 405]}, covered=false, coveredBranches={}]
NodeCoverage [id=105, node[490,IFGT,line 408], decis={node[535,ALOAD_0,line 416],node[491,DLOAD,line 409]}, covered=false, coveredBranches={}]
NodeCoverage [id=107, node[494,IFGE,line 409], decis={node[505,LDC2_W,line 409],node[495,LDC2_W,line 409]}, covered=false, coveredBranches={}]
NodeCoverage [id=110, node[513,IFGE,line 411], decis={node[518,LDC2_W,line 412],node[514,DLOAD,line 411]}, covered=false, coveredBranches={}]
NodeCoverage [id=112, node[517,IFGE,line 411], decis={node[520,DLOAD,line 414],node[518,LDC2_W,line 412]}, covered=false, coveredBranches={}]
NodeCoverage [id=118, node[557,IFLT,line 422], decis={node[590,ALOAD_0,line 433],node[558,ICONST_0,line 424]}, covered=false, coveredBranches={}]
NodeCoverage [id=121, node[567,IF_ICMPGE,line 426], decis={node[586,DLOAD,line 430],node[568,ALOAD,line 427]}, covered=false, coveredBranches={}]
NodeCoverage [id=131, node[627,IFGT,line 444], decis={node[637,DLOAD_2,line 444],node[628,DLOAD,line 444]}, covered=false, coveredBranches={}]
NodeCoverage [id=133, node[632,IFGT,line 444], decis={node[637,DLOAD_2,line 444],node[633,DLOAD,line 444]}, covered=false, coveredBranches={}]
NodeCoverage [id=135, node[636,IFLE,line 444], decis={node[644,RETURN,line 448],node[637,DLOAD_2,line 444]}, covered=false, coveredBranches={}]
NodeCoverage [id=137, node[643,IFGT,line 444], decis={node[645,DLOAD,line 453],node[644,RETURN,line 448]}, covered=false, coveredBranches={}]
NodeCoverage [id=142, node[649,IFGT,line 453], decis={node[671,DLOAD_2,line 458],node[650,DLOAD,line 453]}, covered=false, coveredBranches={}]
NodeCoverage [id=144, node[653,IFGT,line 453], decis={node[671,DLOAD_2,line 458],node[654,DLOAD,line 453]}, covered=false, coveredBranches={}]
NodeCoverage [id=146, node[657,IFGT,line 453], decis={node[671,DLOAD_2,line 458],node[658,NEW,line 454]}, covered=false, coveredBranches={}]
NodeCoverage [id=153, node[676,IFGT,line 458], decis={node[690,DLOAD,line 463],node[677,NEW,line 459]}, covered=false, coveredBranches={}]
NodeCoverage [id=160, node[693,IFGT,line 463], decis={node[707,GOTO,line 469],node[694,NEW,line 464]}, covered=false, coveredBranches={}]
NodeCoverage [id=169, node[598,IF_ICMPGE,line 434], decis={node[614,ALOAD_0,line 438],node[599,ALOAD_0,line 435]}, covered=false, coveredBranches={}]
NodeCoverage [id=176, node[539,IFEQ,line 416], decis={node[544,LDC2_W,line 417],node[540,DLOAD,line 416]}, covered=false, coveredBranches={}]
NodeCoverage [id=178, node[543,IFLT,line 416], decis={node[554,DLOAD,line 422],node[544,LDC2_W,line 417]}, covered=false, coveredBranches={}]"
org.apache.commons.math.estimation.LevenbergMarquardtEstimator.determineLMParameter.502,0.30357142857142855,"NodeCoverage [id=2, node[5,IF_ICMPGE,line 502], decis={node[18,ALOAD_0,line 505],node[6,ALOAD_0,line 503]}, covered=true, coveredBranches={18}]
NodeCoverage [id=6, node[24,IF_ICMPGE,line 505], decis={node[35,ALOAD_0,line 508],node[25,ALOAD_0,line 506]}, covered=true, coveredBranches={35}]
NodeCoverage [id=10, node[41,IFLT,line 508], decis={node[94,DCONST_0,line 521],node[42,ALOAD_0,line 509]}, covered=true, coveredBranches={94}]
NodeCoverage [id=13, node[63,IF_ICMPGE,line 512], decis={node[87,ALOAD_0,line 516],node[64,ALOAD_0,line 513]}, covered=false, coveredBranches={}]
NodeCoverage [id=18, node[101,IF_ICMPGE,line 522], decis={node[128,DLOAD,line 528],node[102,ALOAD_0,line 523]}, covered=true, coveredBranches={128}]
NodeCoverage [id=23, node[140,IFGT,line 530], decis={node[145,DCONST_0,line 539],node[141,ALOAD_0,line 531]}, covered=true, coveredBranches={145,141}]
NodeCoverage [id=26, node[151,IF_ICMPNE,line 540], decis={node[248,DCONST_0,line 562],node[152,ICONST_0,line 541]}, covered=true, coveredBranches={152}]
NodeCoverage [id=29, node[157,IF_ICMPGE,line 541], decis={node[176,DCONST_0,line 545],node[158,ALOAD_0,line 542]}, covered=true, coveredBranches={176}]
NodeCoverage [id=33, node[183,IF_ICMPGE,line 546], decis={node[242,DLOAD,line 558],node[184,ALOAD_0,line 547]}, covered=true, coveredBranches={242}]
NodeCoverage [id=36, node[197,IF_ICMPGE,line 550], decis={node[219,ALOAD,line 554],node[198,DLOAD,line 551]}, covered=false, coveredBranches={}]
NodeCoverage [id=42, node[255,IF_ICMPGE,line 563], decis={node[302,DLOAD,line 574],node[256,ALOAD_0,line 564]}, covered=true, coveredBranches={302}]
NodeCoverage [id=45, node[269,IF_ICMPGT,line 567], decis={node[288,DLOAD,line 571],node[270,DLOAD,line 568]}, covered=false, coveredBranches={}]
NodeCoverage [id=51, node[312,IFNE,line 576], decis={node[319,ALOAD_0,line 583],node[313,LDC2_W,line 578]}, covered=true, coveredBranches={313,319}]
NodeCoverage [id=59, node[331,IFNE,line 584], decis={node[337,BIPUSH,line 588],node[332,ALOAD_0,line 585]}, covered=true, coveredBranches={332,337}]
NodeCoverage [id=63, node[340,IFLT,line 588], decis={node[586,RETURN,line 650],node[341,ALOAD_0,line 591]}, covered=true, coveredBranches={341}]
NodeCoverage [id=65, node[345,IFNE,line 591], decis={node[353,ALOAD_0,line 594],node[346,ALOAD_0,line 592]}, covered=true, coveredBranches={353}]
NodeCoverage [id=73, node[362,IF_ICMPGE,line 595], decis={node[378,ALOAD_0,line 599],node[363,ALOAD_0,line 596]}, covered=true, coveredBranches={378}]
NodeCoverage [id=79, node[391,IF_ICMPGE,line 602], decis={node[418,DLOAD,line 608],node[392,ALOAD_0,line 603]}, covered=false, coveredBranches={}]
NodeCoverage [id=86, node[433,IFLE,line 614], decis={node[446,RETURN,line 616],node[434,DLOAD,line 614]}, covered=false, coveredBranches={}]
NodeCoverage [id=88, node[437,IFNE,line 614], decis={node[447,ICONST_0,line 620],node[438,DLOAD,line 614]}, covered=false, coveredBranches={}]
NodeCoverage [id=90, node[441,IFGT,line 614], decis={node[447,ICONST_0,line 620],node[442,DLOAD,line 614]}, covered=false, coveredBranches={}]
NodeCoverage [id=92, node[445,IFGE,line 614], decis={node[447,ICONST_0,line 620],node[446,RETURN,line 616]}, covered=false, coveredBranches={}]
NodeCoverage [id=96, node[452,IF_ICMPGE,line 620], decis={node[472,ICONST_0,line 624],node[453,ALOAD_0,line 621]}, covered=false, coveredBranches={}]
NodeCoverage [id=100, node[477,IF_ICMPGE,line 624], decis={node[528,DCONST_0,line 632],node[478,ALOAD_0,line 625]}, covered=false, coveredBranches={}]
NodeCoverage [id=103, node[503,IF_ICMPGE,line 628], decis={node[526,IINC,line 624],node[504,ALOAD,line 629]}, covered=false, coveredBranches={}]
NodeCoverage [id=108, node[535,IF_ICMPGE,line 633], decis={node[551,DLOAD,line 637],node[536,ALOAD,line 634]}, covered=false, coveredBranches={}]
NodeCoverage [id=111, node[560,IFLE,line 640], decis={node[567,DLOAD,line 642],node[561,DLOAD,line 641]}, covered=false, coveredBranches={}]
NodeCoverage [id=119, node[570,IFGE,line 642], decis={node[576,ALOAD_0,line 647],node[571,DLOAD,line 643]}, covered=false, coveredBranches={}]"
org.apache.commons.math.estimation.LevenbergMarquardtEstimator.determineLMDirection.677,0.125,"NodeCoverage [id=2, node[5,IF_ICMPGE,line 677], decis={node[58,ICONST_0,line 687],node[6,ALOAD_0,line 678]}, covered=true, coveredBranches={58}]
NodeCoverage [id=5, node[18,IF_ICMPGE,line 679], decis={node[42,ALOAD_0,line 682],node[19,ALOAD_0,line 680]}, covered=false, coveredBranches={}]
NodeCoverage [id=10, node[63,IF_ICMPGE,line 687], decis={node[290,ALOAD_0,line 750],node[64,ALOAD_0,line 691]}, covered=true, coveredBranches={290}]
NodeCoverage [id=12, node[76,IFEQ,line 693], decis={node[85,ALOAD_3,line 696],node[77,ALOAD_3,line 694]}, covered=false, coveredBranches={}]
NodeCoverage [id=17, node[96,IF_ICMPGE,line 702], decis={node[263,ILOAD,line 742],node[97,ALOAD_0,line 703]}, covered=false, coveredBranches={}]
NodeCoverage [id=19, node[107,IFEQ,line 707], decis={node[261,IINC,line 702],node[108,ALOAD_0,line 711]}, covered=false, coveredBranches={}]
NodeCoverage [id=25, node[125,IFGE,line 712], decis={node[146,ALOAD_3,line 717],node[126,DLOAD,line 713]}, covered=false, coveredBranches={}]
NodeCoverage [id=31, node[215,IF_ICMPGE,line 730], decis={node[261,IINC,line 702],node[216,ALOAD_0,line 731]}, covered=false, coveredBranches={}]
NodeCoverage [id=40, node[298,IF_ICMPGE,line 751], decis={node[321,ILOAD,line 759],node[299,ALOAD_3,line 752]}, covered=true, coveredBranches={321}]
NodeCoverage [id=42, node[304,IFNE,line 752], decis={node[311,ILOAD,line 755],node[305,ILOAD,line 752]}, covered=false, coveredBranches={}]
NodeCoverage [id=44, node[308,IF_ICMPNE,line 752], decis={node[311,ILOAD,line 755],node[309,ILOAD,line 753]}, covered=false, coveredBranches={}]
NodeCoverage [id=47, node[314,IF_ICMPGE,line 755], decis={node[319,IINC,line 751],node[315,ALOAD,line 756]}, covered=false, coveredBranches={}]
NodeCoverage [id=51, node[322,IFLE,line 759], decis={node[375,ICONST_0,line 771],node[323,ILOAD,line 760]}, covered=true, coveredBranches={375}]
NodeCoverage [id=54, node[328,IFLT,line 760], decis={node[375,ICONST_0,line 771],node[329,ALOAD_0,line 761]}, covered=false, coveredBranches={}]
NodeCoverage [id=57, node[342,IF_ICMPGE,line 763], decis={node[361,ALOAD,line 766],node[343,DLOAD,line 764]}, covered=false, coveredBranches={}]
NodeCoverage [id=62, node[381,IF_ICMPGE,line 771], decis={node[394,RETURN,line 775],node[382,ALOAD_0,line 772]}, covered=false, coveredBranches={}]"
